BUILDING_REFERENCE_NUMBER,OSG_REFERENCE_NUMBER,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,INSPECTION_DATE,TYPE_OF_ASSESSMENT,LODGEMENT_DATE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,3_YR_ENERGY_COST_CURRENT,3_YR_ENERGY_SAVINGS_POTENTIAL,CURRENT_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_RATING,ENVIRONMENT_IMPACT_CURRENT,CURRENT_ENVIRONMENTAL_RATING,ENVIRONMENT_IMPACT_POTENTIAL,POTENTIAL_ENVIRONMENTAL_RATING,CO2_EMISS_CURR_PER_FLOOR_AREA,IMPROVEMENTS,WALL_DESCRIPTION,WALL_ENERGY_EFF,WALL_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,AIR_TIGHTNESS_DESCRIPTION,AIR_TIGHTNESS_ENERGY_EFF,AIR_TIGHTNESS_ENV_EFF,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,ALTERNATIVE_IMPROVEMENTS,LZC_ENERGY_SOURCES,SPACE_HEATING_DEMAND,WATER_HEATING_DEMAND,IMPACT_LOFT_INSULATION,IMPACT_CAVITY_WALL_INSULATION,IMPACT_SOLID_WALL_INSULATION,ADDENDUM_TEXT,CONSTRUCTION_AGE_BAND,FLOOR_HEIGHT,DATA_ZONE,ENERGY_CONSUMPTION_POTENTIAL,EXTENSION_COUNT,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,LOW_ENERGY_LIGHTING,FLOOR_LEVEL,FLAT_TOP_STOREY,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,HEAT_LOSS_CORRIDOOR,NUMBER_HEATED_ROOMS,LOCAL_AUTHORITY_LABEL,MAINS_GAS_FLAG,MAIN_HEATING_CATEGORY,MAIN_FUEL,MAIN_HEATING_CONTROLS,MECHANICAL_VENTILATION,ENERGY_TARIFF,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,TENURE,TRANSACTION_TYPE,UNHEATED_CORRIDOR_LENGTH,CONSTITUENCY,CONSTITUENCY_LABEL,WIND_TURBINE_COUNT,BUILT_FORM,PROPERTY_TYPE,DATA_ZONE_2011,"CREATED_AT "
1000020804,151050341,"12 GOLF PLACE ",,"ABOYNE ",AB34 5GA,2024-03-21,"RdSAP, existing dwelling",2024-03-21,191.00,122,6192.0000,1197.0000,51,E,69,C,66,D,80,C,41.00,"Description: Upgrade heating controls; Indicative Cost: £350 - £450; Typical Saving: 81; Energy Rating after improvement: D 59; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 73; Energy Rating after improvement: D 61; Environmental Rating after improvement: C 73; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 244; Energy Rating after improvement: D 57; Environmental Rating after improvement: C 70; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 482; Energy Rating after improvement: C 69; Environmental Rating after improvement: C 80; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ","Good ","Good ","Pitched, 200 mm loft insulation ","Good ","Good ","Suspended, insulated (assumed) | Suspended, no insulation (assumed) ","N/A | N/A ","N/A | N/A ","Description: Fully triple glazed ","Good ","Good ","Boiler and radiators, LPG ","Poor ","Good ","Programmer, TRVs and bypass ","Average ","Average ","None ","N/A ","N/A ","From main system ","Poor ","Good ","Low energy lighting in 80% of fixed outlets ","Very Good ","Very Good ",,,,5.00,1.80,4941.0000,3963.0000,720.00,501.00,531.00,531.00,,,14314,2292,0,0,0,,1984-1991,2.3,S01000334 (Aboyne and South Deeside),113.00,1,10,8,80,,,1,5,,5,Aberdeenshire,,boiler with radiators or underfloor heating,LPG (not community),2107,natural,Single,100,triple glazing,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QBMQ,"Aboyne, Upper Deeside and Donside",0,Semi-Detached,Bungalow,S01006799 (Aboyne and South Deeside - 06),2024-03-21 15:21:36.3498818
1000020996,320072946,"52 BRIDGE STREET ",,"ST ANDREWS ",KY16 8AA,2024-01-10,"RdSAP, existing dwelling",2024-01-10,157.00,75,2742.0000,0.0000,78,C,78,C,78,C,78,C,28.00,,"Timber frame, as built, insulated (assumed) ","Good ","Good ","Roof room(s), insulated ","Good ","Good ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, TRVs and bypass ","Average ","Average ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 90% of fixed outlets ","Very Good ","Very Good ",,,,2.10,0.00,1602.0000,1602.0000,765.00,765.00,375.00,375.00,,,4104,2847,0,0,0,,2003-2007,2.3,S01002990 (St Andrews Central),157.00,0,20,18,90,top floor,01,1,5,no corridor,5,Fife,,boiler with radiators or underfloor heating,mains gas (not community),2107,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QRMU,St Andrews,0,Semi-Detached,Maisonette,S01009725 (Kinness Burn),2024-01-10 13:35:48.8242309
1000021078,320088789,"17 SCOTSCRAIG APARTMENTS ","BOAT ROAD ","NEWPORT ON TAY ",DD6 8EU,2024-01-29,"RdSAP, existing dwelling",2024-01-30,297.00,51,3234.0000,375.0000,74,C,77,C,67,D,72,C,50.00,"Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 125; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) ","Good ","Good ","(another dwelling above) ","N/A ","N/A ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Electric storage heaters ","Average ","Poor ","Controls for high heat retention storage heaters ","Good ","Good ","Room heaters, electric ","N/A ","N/A ","Electric instantaneous at point of use ","Very Poor ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.50,0.30,1800.0000,1425.0000,1158.00,1158.00,276.00,276.00,,,3599,1053,0,0,0,,1984-1991,2.45,S01003017 (Newport and Wormit),252.00,0,11,11,100,ground floor,00,1,3,heated corridor,2,Fife,,electric storage heaters,electricity (not community),2404,natural,dual,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QRMT,Tay Bridgehead,0,Semi-Detached,Flat,S01009753 (Newport Central),2024-01-30 07:35:24.6300749
1000029756,906224361,"2E SILVERKNOWES NEUK ","CORBIEHILL ","EDINBURGH ",EH4 5QA,2024-02-21,"RdSAP, existing dwelling",2024-02-22,525.00,66,8457.0000,2673.0000,56,D,69,C,37,F,53,E,89.00,"Description: High heat retention storage heaters and dual immersion cylinder; Indicative Cost: £1,200 - £1,800; Typical Saving: 145; Energy Rating after improvement: C 69; Environmental Rating after improvement: E 53; Green Deal Eligible: Y | Description: Increase hot water cylinder insulation; Indicative Cost: £15 - £30; Typical Saving: 105; Energy Rating after improvement: D 66; Environmental Rating after improvement: E 50; Green Deal Eligible: Y | Description: Cavity wall insulation; Indicative Cost: £500 - £1,500; Typical Saving: 597; Energy Rating after improvement: D 64; Environmental Rating after improvement: E 48; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £30; Typical Saving: 44; Energy Rating after improvement: D 67; Environmental Rating after improvement: E 50; Green Deal Eligible: N | ","Cavity wall, as built, no insulation (assumed) | Cavity wall, as built, partial insulation (assumed) ","Poor | Average ","Poor | Average ","Pitched, 200 mm loft insulation ","Good ","Good ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Electric storage heaters | Room heaters, electric ","Poor | Average ","Very Poor | Poor ","Manual charge control | Programmer and appliance thermostats ","Poor | Good ","Poor | Good ","Portable electric heaters (assumed) ","N/A ","N/A ","Electric immersion, off-peak ","Average ","Poor ","Low energy lighting in 25% of fixed outlets ","Average ","Average ",,,,5.90,1.90,5994.0000,4044.0000,1965.00,1455.00,498.00,285.00,"Description: External insulation with cavity wall insulation | Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ",,8101,2692,0,-2455,0,,1965-1975,2.47,S01002262 (Silverknowes and Davidson's Mains),358.00,0,8,2,25,top floor,02,1,3,unheated corridor,3,Edinburgh City,,electric storage heaters,electricity (not community),2401,natural,dual (24 hour),100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,5.74,00QPMA,Almond,0,Semi-Detached,Flat,S01008935 (Silverknowes and Davidson's Mains - 01),2024-02-22 11:07:04.0672785
1000017623,135017430,"8 SWIFT BRAE ","ELIBURN ","LIVINGSTON ",EH54 6GY,2024-02-13,"RdSAP, existing dwelling",2024-02-14,272.00,62,2964.0000,288.0000,80,C,82,B,68,D,71,C,46.00,"Description: Replacement glazing units; Indicative Cost: £1,000 - £1,400; Typical Saving: 96; Energy Rating after improvement: B 82; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) ","Good ","Good ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Electric storage heaters ","Average ","Very Poor ","Automatic charge control ","Average ","Average ","Room heaters, electric ","N/A ","N/A ","Electric immersion, off-peak ","Average ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.90,0.30,1749.0000,1461.0000,873.00,873.00,342.00,342.00,,,3251,1950,0,0,0,,1999-2002,2.43,S01006411 (Ladywell),245.00,0,7,7,100,mid floor,02,1,3,unheated corridor,3,West Lothian,,electric storage heaters,electricity (not community),2402,natural,dual,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,4.25,00RHMC,Livingston North,0,End-Terrace,Flat,S01013330 (Knightsridge - 01),2024-02-14 08:52:08.4296083
1000018225,906337682,"FLAT 8  ","3 NEW CUT RIGG ","EDINBURGH ",EH6 4QR,2024-01-03,"RdSAP, existing dwelling",2024-01-05,130.00,75,2928.0000,0.0000,80,C,80,C,82,B,82,B,23.00,,"Cavity wall, as built, insulated (assumed) ","Good ","Good ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.70,0.00,1551.0000,1551.0000,975.00,975.00,402.00,402.00,,,3105,2653,0,0,0,,1999-2002,2.48,S01002294 (East Trinity and Bonnyhaugh),130.00,0,12,12,100,mid floor,02,1,4,unheated corridor,4,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,2.73,00QPMD,Forth,0,Mid-Terrace,Flat,S01008823 (Trinity East and The Dudleys - 03),2024-01-05 11:19:23.1159720
1000018775,320116751,"20 SANDILANDS ","LIMEKILNS ","DUNFERMLINE ",KY11 3JD,2024-02-07,"RdSAP, existing dwelling",2024-02-08,218.00,75,3558.0000,579.0000,72,C,87,B,71,C,87,B,38.00,"Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 54; Energy Rating after improvement: C 76; Environmental Rating after improvement: C 77; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 518; Energy Rating after improvement: B 87; Environmental Rating after improvement: B 87; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 140; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 75; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Average ","Average ","Pitched, 300 mm loft insulation ","Very Good ","Very Good ","Suspended, no insulation (assumed) | To external air, no insulation (assumed) ","N/A | N/A ","N/A | N/A ","Description: Fully triple glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 86% of fixed outlets ","Very Good ","Very Good ",,,,2.90,1.50,2745.0000,2325.0000,456.00,297.00,357.00,357.00,,,9040,1785,0,0,0,,1950-1964,2.37,"S01002589 (Crossford, Charleston and Limekilns)",107.00,1,7,6,86,,,1,4,,4,Fife,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,triple glazing,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QRMA,West Fife and Coastal Villages,0,Mid-Terrace,House,S01009287 (Limekilns),2024-02-08 10:04:44.6093150
1000021114,320088779,"6 SCOTSCRAIG APARTMENTS ","BOAT ROAD ","NEWPORT ON TAY ",DD6 8EU,2024-01-03,"RdSAP, existing dwelling",2024-01-03,290.00,51,4248.0000,1974.0000,71,C,81,B,67,D,71,C,49.00,"Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 222; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | Description: High heat retention storage heaters; Indicative Cost: £1,200 - £1,800; Typical Saving: 437; Energy Rating after improvement: B 81; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Good ","Good ","(another dwelling above) ","N/A ","N/A ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Room heaters, electric ","Very Poor ","Poor ","Programmer and appliance thermostats ","Good ","Good ","Portable electric heaters (assumed) ","N/A ","N/A ","Electric immersion, off-peak ","Poor ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.50,0.30,2814.0000,1062.0000,1131.00,864.00,303.00,348.00,"Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ",,2877,1692,0,0,0,,1984-1991,2.37,S01003017 (Newport and Wormit),252.00,0,8,8,100,ground floor,00,1,3,heated corridor,2,Fife,,room heaters,electricity (not community),2603,natural,dual,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QRMT,Tay Bridgehead,0,Enclosed End-Terrace,Flat,S01009753 (Newport Central),2024-01-03 14:48:50.5935535
1000021530,116048306,"9A QUEEN MARY'S BUILDINGS ",,"JEDBURGH ",TD8 6EW,2024-01-12,"RdSAP, existing dwelling",2024-01-12,251.00,44,2508.0000,849.0000,72,C,80,C,74,C,84,B,44.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 169; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 80; Green Deal Eligible: Y | Description: Replace single glazed windows with low-E double glazed windows; Indicative Cost: £3,300 - £6,500; Typical Saving: 114; Energy Rating after improvement: C 80; Environmental Rating after improvement: B 84; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) | Sandstone or limestone, as built, partial insulation (assumed) ","Poor | Average ","Poor | Average ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Single glazed ","Very Poor ","Very Poor ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, TRVs and bypass ","Average ","Average ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.90,0.80,1887.0000,1029.0000,429.00,438.00,192.00,192.00,,,5126,1599,0,0,-1888,,before 1919,2.99,S01005391 (Jedburgh),147.00,0,4,4,100,mid floor,01,1,2,unheated corridor,2,Scottish Borders,,boiler with radiators or underfloor heating,mains gas (not community),2107,natural,Single,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,4.4,00QEMJ,Jedburgh and District,0,Mid-Terrace,Flat,S01012352 (Jedburgh - West Central),2024-01-12 16:43:16.2807120
1000018529,906221193,"18 SEAVIEW CRESCENT ","JOPPA ","EDINBURGH ",EH15 2LU,2024-03-25,"RdSAP, existing dwelling",2024-03-25,286.00,127,7365.0000,2241.0000,62,D,81,B,54,E,76,C,50.00,"Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 77; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 69; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 527; Energy Rating after improvement: B 81; Environmental Rating after improvement: C 76; Green Deal Eligible: Y | Description: Hot water cylinder thermostat; Indicative Cost: £200 - £400; Typical Saving: 141; Energy Rating after improvement: C 69; Environmental Rating after improvement: D 63; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £15; Typical Saving: 33; Energy Rating after improvement: D 67; Environmental Rating after improvement: D 60; Green Deal Eligible: N | Description: Cavity wall insulation; Indicative Cost: £500 - £1,500; Typical Saving: 146; Energy Rating after improvement: D 64; Environmental Rating after improvement: D 57; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 147; Energy Rating after improvement: D 66; Environmental Rating after improvement: D 60; Green Deal Eligible: Y | Description: Replace boiler with new condensing boiler; Indicative Cost: £2,200 - £3,000; Typical Saving: 204; Energy Rating after improvement: C 72; Environmental Rating after improvement: D 68; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) | Cavity wall, as built, no insulation (assumed) ","Good | Poor ","Good | Poor ","Flat, insulated (assumed) | Pitched, 75 mm loft insulation | Roof room(s), insulated (assumed) ","Good | Average | Good ","Good | Average | Good ","Suspended, insulated (assumed) | Suspended, no insulation (assumed) ","N/A | N/A ","N/A | N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, mains gas ","N/A ","N/A ","From main system, no cylinder thermostat ","Average ","Average ","Low energy lighting in 75% of fixed outlets ","Very Good ","Very Good ",,,,6.40,3.00,5580.0000,4209.0000,1194.00,441.00,591.00,474.00,"Description: External insulation with cavity wall insulation | Description: Micro CHP |  ",,16307,3651,-244,-1415,0,,1950-1964,2.49,S01002090 (Joppa),151.00,1,12,9,75,,,4,5,,4,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,ECO assessment,,00QPMS,Portobello/Craigmillar,0,Semi-Detached,House,S01008722 (Joppa - 01),2024-03-25 16:46:21.4488374
1000018779,320116747,"28 SANDILANDS ","LIMEKILNS ","DUNFERMLINE ",KY11 3JD,2024-02-06,"RdSAP, existing dwelling",2024-02-06,231.00,68,3402.0000,459.0000,72,C,87,B,70,C,86,B,41.00,"Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 518; Energy Rating after improvement: B 87; Environmental Rating after improvement: B 86; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 53; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 75; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 100; Energy Rating after improvement: C 74; Environmental Rating after improvement: C 73; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Average ","Average ","Pitched, 200 mm loft insulation ","Good ","Good ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.80,1.40,2643.0000,2343.0000,477.00,318.00,282.00,282.00,,,8621,1854,0,0,0,,1950-1964,2.37,"S01002589 (Crossford, Charleston and Limekilns)",117.00,0,11,11,100,,,1,3,,3,Fife,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QRMA,West Fife and Coastal Villages,0,End-Terrace,House,S01009287 (Limekilns),2024-02-06 17:53:05.4815915
1000021984,906280001,"3F3  ","85 POLWARTH GARDENS ","EDINBURGH ",EH11 1LQ,2024-03-05,"RdSAP, existing dwelling",2024-03-11,150.00,167,5598.0000,1134.0000,76,C,81,B,76,C,81,B,24.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 377; Energy Rating after improvement: B 81; Environmental Rating after improvement: B 81; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) | Solid brick, as built, partial insulation (assumed) ","Poor | Average ","Poor | Average ","Roof room(s), insulated (assumed) ","Very Good ","Very Good ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, wood logs ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,4.00,0.80,4443.0000,3309.0000,597.00,597.00,558.00,558.00,,"Description: Biomass secondary heating | ",14126,2329,-829,0,-4104,,before 1919,2.94,S01001994 (Shandon),117.00,0,16,16,100,top floor,03,1,6,unheated corridor,6,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,none of the above,11.06,00QPMJ,Fountainbridge/Craiglockhart,0,Mid-Terrace,Maisonette,S01008507 (Shandon - 06),2024-03-11 20:24:21.9620097
1000022197,135023266,"16 PATON'S TERRACE ","FAULDHOUSE ","BATHGATE ",EH47 9AW,2024-02-26,"RdSAP, existing dwelling",2024-02-26,191.00,75,3216.0000,471.0000,76,C,90,B,76,C,91,B,34.00,"Description: Replace boiler with new condensing boiler; Indicative Cost: £2,200 - £3,000; Typical Saving: 77; Energy Rating after improvement: C 78; Environmental Rating after improvement: C 79; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 501; Energy Rating after improvement: B 90; Environmental Rating after improvement: B 91; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 58; Energy Rating after improvement: C 79; Environmental Rating after improvement: B 81; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £15; Typical Saving: 24; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 77; Green Deal Eligible: N | ","Timber frame, as built, insulated (assumed) ","Good ","Good ","Pitched, insulated (assumed) ","Good ","Good ","Solid, insulated (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 73% of fixed outlets ","Very Good ","Very Good ",,,,2.50,1.20,2202.0000,2049.0000,615.00,381.00,399.00,315.00,"Description: Micro CHP |  ",,6167,2062,0,0,0,,2003-2007,2.35,S01006298 (Fauldhouse),93.00,1,11,8,73,,,4,4,,4,West Lothian,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,none of the above,,00RHMF,Fauldhouse and the Breich Valley,0,End-Terrace,House,S01013245 (Fauldhouse - 03),2024-02-26 21:05:55.7498368
1000015222,136033597,"94 EASTON DRIVE ","SHIELDHILL ","FALKIRK ",FK1 2DR,2024-02-01,"RdSAP, existing dwelling",2024-02-02,237.00,75,3858.0000,555.0000,71,C,86,B,69,C,84,B,42.00,"Description: Low energy lighting for all fixed outlets; Indicative Cost: £15; Typical Saving: 27; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 72; Green Deal Eligible: N | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 57; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 74; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 101; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 501; Energy Rating after improvement: B 86; Environmental Rating after improvement: B 84; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Good ","Good ","Pitched, 300 mm loft insulation ","Very Good ","Very Good ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 70% of fixed outlets ","Very Good ","Very Good ",,,,3.10,1.30,2907.0000,2616.0000,549.00,378.00,402.00,309.00,,,9605,2060,0,0,0,,1976-1983,2.3,S01002388 (Shieldhill),133.00,0,10,7,70,,,1,4,,4,Falkirk,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QQMJ,Upper Braes,0,Detached,House,S01009183 (Shieldhill - 03),2024-02-02 11:06:36.3805719
